id,name,legal_name,alias1,alias2,alias3,phone,crunchbase_url,homepage_url,linkedin_url,twitter_url,facebook_url,instagram_handle,completeness_score,updated_at,SOURCE
7bf2293d-e5f0-b6e1-d5d4-11cbb50f7c9a,Framework Technologies,,,,,,https://www.crunchbase.com/organization/framework-technologies,http://www.frametech.com,,,,,"0,5",05.12.2022 12:37:21,source1
529612d0-2d97-4d5c-b3e8-6f9003d216c4,Bitadata,,,,,,https://www.crunchbase.com/organization/bitadata,https://bitadata.co,,,,,"0,5",09.06.2022 3:25:45,source1
578c4a7c-12cc-addc-9829-5c2ca15e5e98,Quicksilver Ventures,,,,,,https://www.crunchbase.com/organization/quicksilver-vetures,http://quicksilverventures.com,,,,,"0,5",23.05.2022 10:09:11,source1
6f867153-1866-439e-a0b5-ed9e0ad7355d,ECSAv10 Dumps PDF Preparation Strategies You have to Know,,,,,,https://www.crunchbase.com/organization/ecsav10-dumps-pdf-preparation-strategies-you-have-to-know,https://www.certsstar.com/ECSAv10-pdf-questions.html,,,,,"0,5",06.06.2022 5:40:38,source1
35606c97-eff6-49de-87c8-e4c7a9612e03,Prime8,,,,,,https://www.crunchbase.com/organization/prime8,http://prime8.io/,,,,,"0,5",24.06.2019 21:26:24,source1
d00e93a2-fbde-bb3c-7f16-ac19974063ad,Huiying Chemical Xiamen Company,,,,,,https://www.crunchbase.com/organization/huiying-chemical-xiamen-company,http://www.xmzeolite.com,,,,,"0,5",25.03.2019 20:07:17,source1
62c5091f-3bd3-4882-8aad-79cc4b586456,Leaf VIP,,,,,,https://www.crunchbase.com/organization/leaf-vip,https://leaf.vip/,,,,,"0,5",05.04.2022 10:18:34,source1
fb352ef1-a25a-490c-8282-fef7cb027cdf,Milkbar Co,,,,,,https://www.crunchbase.com/organization/milkbar-co,http://themilkbar.co,,,,,"0,5",15.03.2022 5:23:17,source1
d3275fff-dac2-f34f-15ee-17fed3205320,Total Insurance Payments,,,,,416-606-3356,https://www.crunchbase.com/organization/total-insurance-payments,,,,,,"0,5",14.01.2021 15:08:34,source1
c72a9c0d-5772-ded7-9bc3-560e19097f68,Venture Coin,,,,,,https://www.crunchbase.com/organization/venture-coin,https://venturecoin.io/,,,,,"0,5",13.11.2020 21:58:20,source1
8a273da9-cd6d-4cd1-a2a0-9f8a5259c2e2,OG0-093 Exam Dumps,,,,,,https://www.crunchbase.com/organization/og0-093-exam-dumps,https://www.pdfdumps.in/OG0-093-exam-questions.html,,,,,"0,5",15.03.2022 10:28:10,source1
9eae3907-43bf-449b-a057-6bdeb2f2467f,Florida Lighting,Florida Lighting Inc.,,,,,https://www.crunchbase.com/organization/florida-lighting,,,,,,"0,5",15.09.2021 9:27:21,source1
2812de52-9915-4f83-9757-49ac5021d93f,Zhongzhihe Chuangtou,,众智合创投,深圳众智合创投资管理有限公司,,,https://www.crunchbase.com/organization/zhongzhihe-chuangtou,,,,,,"0,5",02.06.2020 4:03:59,source1
ae52c8aa-9e97-44ff-8450-152685a1ed75,Ranieri Partners,,,,,,https://www.crunchbase.com/organization/ranieri-partners,http://www.ranieripartners.com/home,,,,,"0,5",19.07.2022 3:02:42,source1
af5855a9-a947-9a89-14cb-c32dba026444,GoProd,,,,,,https://www.crunchbase.com/organization/goprod,http://www.goprod.fr,,,,,"0,5",24.06.2019 22:09:59,source1
8faa80ce-c416-1889-e7dc-5448afa65069,Transonika Mudanças e Transportes,,,,,,https://www.crunchbase.com/organization/transonika-mudancas-e-transportes,http://transonikamudancas.blogspot.com.br/,,,,,"0,5",12.02.2018 23:55:03,source1
223a1c9b-d619-a22e-5b86-d7959cf8bfb3,Outdoor Outlet LLC,,,,,(920)955-3633,https://www.crunchbase.com/organization/outdoor-outlet-llc,,,,,,"0,5",12.02.2018 23:57:30,source1
15a0d0e5-ab16-ca49-23a3-e0768bbc6d57,Skribe,,,,,,https://www.crunchbase.com/organization/skribe,http://itunes.apple.com/us/app/skribe/id789880072?mt=8,,,,,"0,5",19.09.2022 14:11:12,source1
dbdcfde5-746e-4e97-8986-f8d18f63a0a5,enadyne,,,,,,https://www.crunchbase.com/organization/enadyne,https://enadyne.de,,,,,"0,5",17.03.2023 7:15:01,source1
de94a07d-f2a9-1a73-eba1-84222981f540,Les Popotes,,,,,,https://www.crunchbase.com/organization/les-popotes-2,http://www.lespopotes.fr/,,,,,"0,5",25.03.2019 20:29:11,source1
c5f0ee8f-654b-1a39-bb3a-a9037bf9b86b,TechCafe,,,,,,https://www.crunchbase.com/organization/techcafe,http://www.techcafe.net/,,,,,"0,5",13.06.2022 5:38:33,source1
3cf6c22f-b719-ed10-10c6-41e857206ffe,SmartPoint,,,,,,https://www.crunchbase.com/organization/smartpoint,http://www.smartpoint.com/,,,,,"0,5",21.01.2021 4:59:40,source1
30aae3e9-85aa-475d-a210-53a6eb1a0b30,100% Exam Results With PSE-StrataDC Dumps PDF,,,,,,https://www.crunchbase.com/organization/100-exam-results-with-pse-stratadc-dumps-pdf,https://www.dumpsinsider.com/palo-alto-networks/PSE-StrataDC-test-simulator,,,,,"0,5",08.04.2022 10:56:00,source1
251bff08-78a6-4f4f-9494-3f86c254b2fb,GS Property Management Ltd.,,,,,,https://www.crunchbase.com/organization/gs-property-management-ltd,https://goodlifeproperty.ca/,,,,,"0,5",01.02.2023 4:23:25,source1
8cc8cb24-7a33-4dd6-b6c3-55ea67a83a9b,Joe Gibbs Racing,,,,,,https://www.crunchbase.com/organization/joe-gibbs-racing,http://joegibbsracing.com,,,,,"0,5",19.07.2022 1:35:40,source1
aecfc7d5-64fc-4f02-8724-74b0d4615c29,Sprightly Health,,,,,,https://www.crunchbase.com/organization/sprightly-health-5c29,https://sprightly.health,,,,,"0,5",06.05.2021 17:24:30,source1
1b51109e-f28a-4f37-8d05-c204ea3f1624,Flask Japan,,,,,,https://www.crunchbase.com/organization/flask-japan,http://flask.co.jp,,,,,"0,5",11.10.2019 21:24:55,source1
ce276bdb-cff1-485d-9504-93b8dc946ea3,PT0-002 PDF Dumps To Upgrade Your Experience,,,,,,https://www.crunchbase.com/organization/pt0-002-pdf-dumps-to-upgrade-your-experience,https://www.dumpschief.com/PT0-002-pdf-download.html,,,,,"0,5",24.06.2022 4:42:33,source1
0327b761-fc7e-e689-beda-27401e0592a2,DigitalWack,,,,,,https://www.crunchbase.com/organization/digitalwack,http://www.digitalwack.com/,,,,,"0,5",12.02.2018 23:30:18,source1
0acb532f-1f32-4862-a8fe-3034fa75e2c1,CLAICE,,,,,,https://www.crunchbase.com/organization/claice,http://www.claice.com/index.html,,,,,"0,5",06.10.2019 18:42:11,source1
6ad4fdc0-b503-81b5-5cad-829301e380fe,Wechieve,,,,,,https://www.crunchbase.com/organization/wechieve,http://wechieve.com,,,,,"0,5",12.02.2018 23:23:08,source1
d0f609f3-c428-b114-2b19-3a76d43f7054,New World Systems Corporation,,,,,,https://www.crunchbase.com/organization/new-world-systems-corporation,https://www.newworldsystems.com,,,,,"0,5",15.06.2022 5:24:02,source1
d4f96e06-564b-4431-bff5-8b70dd1b067a,Allset Business Solutions,,,,,,https://www.crunchbase.com/organization/allset-business-sollution,,https://www.linkedin.com/company/31124347,,,,"0,5",30.08.2022 12:54:29,source1
ff2dc075-4387-44ab-b7ca-d7ee1e6f05b3,"EMBL (European Molecular Biology Laboratory), Hamburg, Germany",,,,,,https://www.crunchbase.com/organization/embl-european-molecular-biology-laboratory-hamburg-germany,https://www.embl.org/sites/hamburg,,,,,"0,5",01.07.2022 15:22:00,source1
c5f44850-7eac-6f23-e1cb-6bd1499a6dda,Kumo,,,,,,https://www.crunchbase.com/organization/kumo,http://kumonetwork.com/,,,,,"0,5",25.01.2020 20:30:28,source1
a4005dc7-cd16-fe00-7cb1-632c0fcf0941,Samband Group,,,,,,https://www.crunchbase.com/organization/samband-group,http://sambandhgroup.page.tl,,,,,"0,5",13.06.2022 9:04:49,source1
d0e7bb0e-7cdd-4a33-af79-dd3a4cc3bc7f,Perfect Chance to Practice with BL0-200 PDF Dumps,,,,,,https://www.crunchbase.com/organization/perfect-chance-to-practice-with-bl0-200-pdf-dumps,https://www.braindumpsschool.com/nokia/BL0-200-dumps.html,,,,,"0,5",22.03.2022 7:22:00,source1
6e6b514b-99d8-4c96-975c-09e450e597b7,Elektrometal,,,,,011 / 33-47-000,https://www.crunchbase.com/organization/elektrometal-ad,,,,,,"0,5",05.07.2021 9:17:22,source1
533c67d9-0c8c-4c18-be9f-159a9edc1519,Yotaka,,,,,,https://www.crunchbase.com/organization/yotaka,http://www.yotaka.co.in/,,,,,"0,5",24.02.2023 11:27:10,source1
543f53f5-5d82-4621-a770-b92aab426290,Public Safety App,,,,,,https://www.crunchbase.com/organization/public-safety-app,https://www.publicsafetyapp.com/,,,,,"0,5",15.02.2023 12:29:02,source1
7610b23d-ddcb-0b0c-f7ad-b990e1611893,Board Professionals BPF Finland ry,,,,,,https://www.crunchbase.com/organization/board-professionals-bpf-finland-ry,https://boardprofessionals.fi/,,,,,"0,5",24.06.2019 22:08:50,source1
a9771b07-94d4-44e9-a5ae-fd996b6e7bae,PK0-004 PDF Dumps For Covering Each Exam Question,,,,,,https://www.crunchbase.com/organization/pk0-004-pdf-dumps-for-covering-each-exam-question,https://www.justcerts.com/comptia/pk0-004-practice-questions.html,,,,,"0,5",28.06.2022 9:19:56,source1
94b4a8be-cd9b-9675-6cf3-15d8f0299153,MyKidsCalendar,,,,,,https://www.crunchbase.com/organization/mykidscalendar,http://www.mykidscalendar.com,,,,,"0,5",13.02.2018 0:43:42,source1
8dc7add7-c767-69e2-3631-758058388ca2,Gemstar-TV Guide,,,,,,https://www.crunchbase.com/organization/gemstar-tv-guide,,https://www.linkedin.com/company/gemstar-tv-guide-marketing-llc/about/,,,,"0,5",03.11.2020 7:22:30,source1
dc93f9b8-d72a-4edb-bf5a-6ff9ae2656e6,HEC Ventures,,,,,,https://www.crunchbase.com/organization/hec-ventures,https://www.hecventures.com/,,,,,"0,5",19.02.2021 9:00:00,source1
5c3540f2-69ba-4ddd-a2b8-bec5175d17bc,Brown and Ayo,,,,,,https://www.crunchbase.com/organization/brown-and-ayo,https://brownandayo.com/,,,,,"0,5",08.03.2023 9:15:46,source1
1ac90fc8-a541-414d-a152-0601b52dc973,JN0-349 Dumps PDF Preparation Tips You might want to Know,,,,,,https://www.crunchbase.com/organization/jn0-349-dumps-pdf-preparation-tips-you-might-want-to-know,https://www.certsstar.com/JN0-349-pdf-questions.html,,,,,"0,5",27.03.2023 10:26:46,source1
f81628e4-4673-4940-836e-3e1e06546874,MedSemantix,,,,,,https://www.crunchbase.com/organization/medsemantix,http://www.medsemantix.com,,,,,"0,5",05.07.2018 15:35:09,source1
becc1c31-3fe1-4a16-b32c-9718b15625b8,Fogtown Brewing Company,,,,,,https://www.crunchbase.com/organization/fogtown-brewing-company,https://www.fogtownbrewing.com/,,,,,"0,5",16.03.2023 4:34:22,source1
dd640617-ddb3-35cb-940a-528607b70bfe,Hackplan,,,,,,https://www.crunchbase.com/organization/hackplan,http://hackplan.com/,,,,,"0,5",24.06.2019 22:06:27,source1
74ee133a-3cca-4417-bafd-421434533aeb,Sling Ventures,,,,,,https://www.crunchbase.com/organization/sling-ventures,,https://www.linkedin.com/company/sling-ventures/,,,,"0,5",02.03.2021 10:30:11,source1
e37a6394-6a13-e702-fda5-bcfba7fe7947,metrics institute,,,,,,https://www.crunchbase.com/organization/metrics-institute,http://www.excel-premiumutilities.com,,,,,"0,5",13.02.2018 0:01:01,source1
06c7effd-e93c-40d9-8553-34501faaed7f,Laplace Systems,,,,,,https://www.crunchbase.com/organization/laplace-systems,http://www.lapsys.co.jp/,,,,,"0,5",15.10.2019 4:37:15,source1
752ee67d-82c7-4f63-9d75-fa297141d182,Realty Postcard,,,,,,https://www.crunchbase.com/organization/realty-postcard,http://www.realtypostcard.com,,,,,"0,5",03.08.2018 6:40:58,source1
fb2dad49-5f82-27c9-bbf7-735c799f73af,Times Machines,,,,,,https://www.crunchbase.com/organization/times-machines,,,https://twitter.com/Times_Machines,,,"0,5",12.02.2018 23:13:51,source1
4d0266c9-bc39-6906-55c4-cd330b6ea81d,Osmio,,,,,(646) 497-0686,https://www.crunchbase.com/organization/osmio,,,,,,"0,5",26.01.2022 18:26:01,source1
ab1e7e99-18c8-93f1-63b3-55c53b7b24f9,OJO internet,,,,,,https://www.crunchbase.com/organization/ojo-internet,,https://www.linkedin.com/company/ojo-internet-s.l./,,,,"0,5",14.01.2019 5:40:37,source1
88618932-7a85-4fb9-aa9c-8b087c3d8b34,Xiamen Qingwa Juncheng Venture Capital,,厦门青瓦君成创业投资有限公司,,,,https://www.crunchbase.com/organization/xiamen-qingwa-juncheng-venture-capital,,,,,,"0,5",13.07.2020 11:11:34,source1
7d72f854-a83c-460a-b448-2fdea20aa964,Lingyi Touzi,,岭易投资,广州岭易投资管理有限公司,,,https://www.crunchbase.com/organization/lingyi-touzi,,,,,,"0,5",04.06.2020 9:12:19,source1
5c62e2c2-ec76-d01e-a7b8-82fa35483ba4,Redeemr,,,,,,https://www.crunchbase.com/organization/redeemr-inc,http://www.redeemr.com,,,,,"0,5",24.06.2019 22:04:43,source1
3684efac-54db-45f8-8bb2-6bdf2f4bc107,seedive,,,,,,https://www.crunchbase.com/organization/seedive,http://seedive.co.jp/,,,,,"0,5",17.07.2020 0:50:07,source1
f09fc95c-ae30-4b14-af75-54ee69f76446,AND-802 Dumps PDF - Recommendations You don't Hear Anywhere Else,,,,,,https://www.crunchbase.com/organization/and-802-dumps-pdf-recommendations-you-don-t-hear-anywhere-else,https://www.certsstar.com/AND-802-pdf-questions.html,,,,,"0,5",04.06.2022 10:14:12,source1
393ce857-1869-4c25-a1e9-78cb2421f56e,Want to Get Visionary HPE6-A47 PDF Dumps,,,,,,https://www.crunchbase.com/organization/want-to-get-visionary-hpe6-a47-pdf-dumps,https://www.dumpsvision.com/HPE6-A47-test.html,,,,,"0,5",14.05.2022 6:31:02,source1
e9a4feb5-1d0e-43c2-20b9-0070ba93a97f,Corazones.com,,,,,,https://www.crunchbase.com/organization/corazones-com,http://corazones.com/,,,,,"0,5",06.02.2023 11:08:22,source1
06cf29ff-fb68-4dc0-9ec8-f835147411f5,Travel Department,,,,,,https://www.crunchbase.com/organization/travel-department,https://www.traveldepartment.co.uk/,,,,,"0,5",16.04.2018 13:27:21,source1
a7822923-15da-ae39-6d7a-5799d412c7bb,Piramed,,,,,,https://www.crunchbase.com/organization/piramed,http://www.piramed.com/,,,,,"0,5",16.01.2021 5:31:06,source1
d42c38fe-e50a-0a9a-e747-7af43f467ad3,Stroodle,,,,,,https://www.crunchbase.com/organization/stroodle,http://www.stroodle.it,,,,,"0,5",24.06.2019 22:08:30,source1
ae56524b-a3d6-2d6b-a93c-e44015626cb4,AgentGO,,,,,,https://www.crunchbase.com/organization/agentgo,http://www.agentgo.com/,,,,,"0,5",09.12.2019 18:12:44,source1
82aa1d10-18ae-44ca-b049-f4fd0222806f,Colliers International Middle East,,,,,,https://www.crunchbase.com/organization/colliers-international-middle-east,https://www2.colliers.com/en-AE/About,,,,,"0,5",26.07.2019 5:40:59,source1
72e982a3-7520-46d1-bbd5-2542a0ca5327,GLOBAL SPORTS INTEGRITY LTD,,,,,,https://www.crunchbase.com/organization/global-sports-integrity-ltd,http://www.globalsportsintegrity.com,,,,,"0,5",06.03.2023 4:50:13,source1
89e16ca0-3bc6-0a18-05de-f45f3c6f3b52,BankEdge,,,,,,https://www.crunchbase.com/organization/bankedge-2,https://bankedge.com,,,,,"0,5",12.02.2018 23:47:17,source1
32f3199e-cb3a-9884-9073-c758a99b527a,Northeast Angels,,,,,,https://www.crunchbase.com/organization/northeast-angels,http://www.northeastangels.com/,,,,,"0,5",12.02.2018 23:54:11,source1
00670a67-7d79-1489-1dd1-88ea93af67b0,KIIT,,,,,,https://www.crunchbase.com/organization/kiit,http://kiittnp.in/tnp/usr/index.php,,,,,"0,5",12.02.2018 23:42:39,source1
83626046-aafa-291b-c4a6-b3d8508124b2,BayState Super Center,,,,,,https://www.crunchbase.com/organization/baystate-super-center,http://www.baystatesupercenter.com/,,,,,"0,5",12.02.2018 23:57:50,source1
7775844e-546a-85f3-361d-c96ccd81c640,AssetGlobe,,,,,,https://www.crunchbase.com/organization/assetglobe,http://www.AssetGlobe.com,,,,,"0,5",24.06.2019 21:24:00,source1
75b31c5b-df09-ae16-dd05-73f957e1e6eb,IEEE India Council,,,,,,https://www.crunchbase.com/organization/ieee-india-council,http://www.ewh.ieee.org/r10/india_council/,,,,,"0,5",25.03.2023 10:21:25,source1
6e9d4756-e00a-4637-90c0-6be672935afb,Hula Hoop Ratgeber,,,,,,https://www.crunchbase.com/organization/hula-hoop-ratgeber,https://hula-hoop-ratgeber.de,,,,,"0,5",29.04.2020 21:35:57,source1
1831da2e-7854-4cf3-a06a-35f011e8dbb3,TestCollections Very Best SnowPro-Core Dumps PDF,,,,,,https://www.crunchbase.com/organization/testcollections-very-best-snowpro-core-dumps-pdf,https://www.testcollections.com/SnowPro-Core.html,,,,,"0,5",29.03.2022 7:02:08,source1
e6f79960-e012-92a0-4a7e-9bdc7aeaf55e,Fantsy.me,,,,,,https://www.crunchbase.com/organization/fantsy-me,http://www.fantsy.me,,,,,"0,5",03.03.2022 11:24:53,source1
6473a9f4-cac7-75d5-3269-c6100de19515,Dubai Silicon Oasis Authority,,,,,,https://www.crunchbase.com/organization/dubai-silicon-oasis-authority,https://www.dsoa.ae,,,,,"0,5",12.02.2018 23:55:10,source1
9a4048fd-0899-40c7-9648-927788abeb99,SmiLe Inject Capital,,,,,,https://www.crunchbase.com/organization/smile-inject-capital,https://www.smileincubator.life/inject/,,,,,"0,5",22.03.2022 13:25:50,source1
17b2cf91-deee-4dd3-954f-ef4577f3b0df,KickStart Management,,Atempo-Wooxo Group,,,,https://www.crunchbase.com/organization/kickstart-management,,,,,,"0,5",05.04.2021 15:32:12,source1
16bd26c3-1a1b-4c46-a64c-2b147905fde1,CP Alliance,,,,,,https://www.crunchbase.com/organization/cp-alliance-fde1,,https://www.linkedin.com/company/cpalliance%E2%84%A2,,,,"0,5",30.12.2022 10:30:34,source1
089e6bd3-a988-4b01-89fa-6039a3308b8c,Shenli Ziben,,神骊资本管理（北京）有限公司,神骊资本,,,https://www.crunchbase.com/organization/shenli-ziben,,,,,,"0,5",27.09.2020 13:07:52,source1
f4dbc554-37e3-9166-261d-93a830c2e5d9,Knowledgeworkz,,,,,,https://www.crunchbase.com/organization/knowledgeworkz,http://knowledgeworkz.com/,,,,,"0,5",24.06.2019 21:42:44,source1
a493359d-ac16-4405-b363-4b8797edfa8c,Guaranteed Good Results with CIS-SM Exam Dumps,,,,,,https://www.crunchbase.com/organization/guaranteed-good-results-with-cis-sm-exam-dumps,https://www.examguarantee.com/practice-CIS-SM-questions,,,,,"0,5",30.05.2022 8:09:32,source1
0b6784bc-b37e-4382-83d2-dd262a919b97,CPM Medical Consultants LLC,,,,,"972-354-5566

",https://www.crunchbase.com/organization/cpm-medical-consultants-llc,,,,,,"0,5",12.02.2018 23:24:02,source1
ce2a3238-d765-40ef-825b-aa7a81eb4da2,iXs,,,,,,https://www.crunchbase.com/organization/ixs,https://www.ixs.co.jp/,,,,,"0,5",01.05.2020 11:54:16,source1
764e1f3c-07d5-4555-9726-db102f4f6975,LinuxTeck,,,,,,https://www.crunchbase.com/organization/linuxteck,https://www.linuxteck.com/,,,,,"0,5",23.05.2022 6:43:15,source1
1660e5c9-91fd-8cd5-cd27-c0bee1c003a9,Appleseed Funding,,,,,,https://www.crunchbase.com/organization/appleseed-funding,http://www.appleseedfunding.com,,,,,"0,5",08.03.2022 4:17:29,source1
b5846eab-252f-c237-47f0-7ab272eec734,ORB Communications & Marketing,,,,,,https://www.crunchbase.com/organization/orb-communications-marketing,http://www.orb.net,,,,,"0,5",19.01.2021 6:28:43,source1
04911714-8f1a-4709-9ac2-4abe25735bf3,Short of Time? Try 98-365 Exam Dumps [2022],,,,,,https://www.crunchbase.com/organization/short-of-time-try-98-365-exam-dumps-2022,https://www.certsmarket.com/98-365-mock-test,,,,,"0,5",11.03.2022 6:57:51,source1
38debee5-6b3c-162e-96fe-c93f1d5b130a,Style Eyes,,,,,,https://www.crunchbase.com/organization/style-eyes,http://www.style-eyes.eu,,,,,"0,5",16.04.2021 6:09:13,source1
56a92d7e-7144-4dbe-9bb6-32c962378c9f,Operation Decisive Victory,,,,,,https://www.crunchbase.com/organization/operation-decisive-victory,https://www.operationdv.com/,,,,,"0,5",29.01.2021 14:52:40,source1
1c905514-8d12-4fb8-a52c-5421e7a19b0d,DES-1221 PDF Dumps To Prepare Exam Easily,,,,,,https://www.crunchbase.com/organization/des-1221-pdf-dumps-to-prepare-exam-easily,https://www.dumpschief.com/DES-1221-pdf-download.html,,,,,"0,5",24.06.2022 5:49:07,source1
f625ac7e-748c-450c-9579-8652b1026896,Looking For Prominent ITIL-4-Foundation PDF Dumps?,,,,,,https://www.crunchbase.com/organization/looking-for-prominent-itil-4-foundation-pdf-dumps,https://www.braindumpsschool.com/peoplecert/ITIL-4-Foundation-dumps.html,,,,,"0,5",22.03.2022 9:44:30,source1
b8876a43-a425-457d-8c4b-9157d897b028,HypNoTic Games,,,,,,https://www.crunchbase.com/organization/hypnotic-games,https://hypnoticgames.wixsite.com/,,,,,"0,5",09.11.2021 8:04:48,source1
eb082cf0-beb6-4c9f-87be-081a5003b0c4,Soft Labs Na,,,,,,https://www.crunchbase.com/organization/soft-labs-na,http://www.softlabsna.com/,,,,,"0,5",19.07.2022 1:01:30,source1
98f3c47d-ab9a-4ab8-b8bc-49b86beffb3a,MShost,,,,,,https://www.crunchbase.com/organization/mshost,https://mshost.dk/,,,,,"0,5",24.06.2021 4:44:24,source1
68aa07d1-8f4d-bf43-9dca-8cea7b3ec6ca,SafeCom,,,,,(454)436-0240,https://www.crunchbase.com/organization/safecom,,,,,,"0,5",24.06.2019 21:25:22,source1
2cad4e2b-2196-4476-95ea-5d0bb475aeb2,Turntable LIVE (tt.live) — TTFM Labs,,,,,,https://www.crunchbase.com/organization/turntable-live-tt-live-ttfm-labs,http://www.turntablelive.com/,,,,,"0,5",21.05.2022 7:11:32,source1
4251b61b-37da-42dc-b9e0-41f6601541f9,El País Retina,,,,,,https://www.crunchbase.com/organization/el-país-retina,https://retina.elpais.com/,,,,,"0,5",13.02.2020 6:08:56,source1
e208a855-4efa-4e37-8016-8e081731db3d,Heinsberger Unternehmernetzwerk,,,,,,https://www.crunchbase.com/organization/heinsberger-unternehmernetzwerk,https://www.heinsberger-unternehmernetzwerk.de/,,,,,"0,5",14.07.2020 17:20:16,source1
4c564cbb-b324-4310-8c43-105ca4e7e159,Perfect DES-6332 Dumps PDF for Short Prep,,,,,,https://www.crunchbase.com/organization/perfect-des-6332-dumps-pdf-for-short-prep,https://www.produmps.com/DES-6332-questions.html,,,,,"0,5",31.03.2022 10:11:26,source1
5beaafcd-4563-489c-a607-45aa9573b5e5,3SOFT GmbH,3SOFT GmbH,,,,,https://www.crunchbase.com/organization/3soft-gmbh,,,,,,"0,5",09.07.2020 12:30:58,source1
4b71b3fc-40fa-4052-b5da-1b9027ff3343,TDA Research,,,,,,https://www.crunchbase.com/organization/tda-research,http://tda.com,,,,,"0,5",29.07.2020 5:42:51,source1
6d2c3ebc-4048-4079-9aac-5d99fa52e503,Block Applied Technologies,,,,,,https://www.crunchbase.com/organization/block-applied-technologies,https://blockapplied.com,,,,,"0,5",03.05.2022 7:55:30,source1
d9d06cb5-f131-4ab9-a124-f95f48f2dc76,The Right Work For You,,,,,,https://www.crunchbase.com/organization/the-right-work-for-you,http://www.therightworkforyou.com/,,,,,"0,5",24.05.2019 11:18:21,source1
3b3af90f-2116-425c-898e-a99cf478ee06,NS0-175 Exam Dumps,,,,,,https://www.crunchbase.com/organization/ns0-175-exam-dumps,https://www.pdfdumps.in/NS0-175-exam-questions.html,,,,,"0,5",15.03.2022 7:19:22,source1
b02d3eb5-9821-450c-bd01-d87f4991ce64,PineCone Apps,,,,,,https://www.crunchbase.com/organization/pinecone-apps,http://www.pineconeapps.com,,,,,"0,5",02.04.2022 7:06:47,source1
4daddbae-7adb-4510-bd80-b46e84cd5350,Hera&Me,,,,,,https://www.crunchbase.com/organization/hera-me,http://www.heraandme.com,,,,,"0,5",04.05.2022 6:16:41,source1
c2bd2da9-6e76-4fc8-8b9a-ab8c840e6c0b,Fortune Academy Of Real Estate,,,,,,https://www.crunchbase.com/organization/fortune-academy-of-real-estate,http://www.fortuneacademy.com,,,,,"0,5",21.12.2022 5:42:40,source1
e7237ef6-6a0b-a103-7155-06f5555575a2,Megafund,,,,,,https://www.crunchbase.com/organization/megafund,http://www.megafundco.com,,,,,"0,5",23.05.2022 13:41:03,source1
4ca7ba91-11bc-479b-9134-699553b86f4a,Utilize C_S4FCF_2020 Exam Dumps For Prep,,,,,,https://www.crunchbase.com/organization/utilize-c-s4fcf-2020-exam-dumps-for-prep,https://www.certsmate.com/sap/C_S4FCF_2020-dumps.html,,,,,"0,5",14.04.2022 7:00:36,source1
ef0f88cf-b362-497b-94d4-fb2d1e7907eb,Freshkart,,,,,,https://www.crunchbase.com/organization/freshkart,https://www.freshkart/io,,,,,"0,5",14.02.2023 10:13:48,source1
